id,kemendagri_provinsi_kode,kemendagri_kota_kode,kemendagri_kecamatan_kode,kemendagri_provinsi_nama,kemendagri_kota_nama,kemendagri_kecamatan_nama,bps_provinsi_kode,bps_kota_kode,bps_kecamatan_kode,bps_provinsi_nama,bps_kota_nama,bps_kecamatan_nama,latitude,longitude,kode_pos,status_adm
555,32,32.73,32.73.03,JAWA BARAT,KOTA BANDUNG,BABAKAN CIPARAY,32,3273,3273020,JAWA BARAT,KOTA BANDUNG,BABAKAN CIPARAY,-6.94347,107.57764,40223.0,
556,32,32.73,32.73.04,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,32,3273,3273030,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,-6.93461,107.5915,40233.0,
557,32,32.73,32.73.05,JAWA BARAT,KOTA BANDUNG,ANDIR,32,3273,3273180,JAWA BARAT,KOTA BANDUNG,ANDIR,-6.91626,107.58925,40182.0,
558,32,32.73,32.73.06,JAWA BARAT,KOTA BANDUNG,CICENDO,32,3273,3273190,JAWA BARAT,KOTA BANDUNG,CICENDO,-6.89551,107.58914,40173.0,
559,32,32.73,32.73.07,JAWA BARAT,KOTA BANDUNG,SUKAJADI,32,3273,3273240,JAWA BARAT,KOTA BANDUNG,SUKAJADI,-6.88073,107.59039,40162.0,
560,32,32.73,32.73.08,JAWA BARAT,KOTA BANDUNG,CIDADAP,32,3273,3273260,JAWA BARAT,KOTA BANDUNG,CIDADAP,-6.86573,107.60584,40142.0,
561,32,32.73,32.73.09,JAWA BARAT,KOTA BANDUNG,BANDUNG WETAN,32,3273,3273200,JAWA BARAT,KOTA BANDUNG,BANDUNG WETAN,-6.90644,107.61458,40115.0,
562,32,32.73,32.73.10,JAWA BARAT,KOTA BANDUNG,ASTANA ANYAR,32,3273,3273050,JAWA BARAT,KOTA BANDUNG,ASTANAANYAR,-6.92994,107.60347,40242.0,
563,32,32.73,32.73.11,JAWA BARAT,KOTA BANDUNG,REGOL,32,3273,3273060,JAWA BARAT,KOTA BANDUNG,REGOL,-6.93791,107.61464,40254.0,
564,32,32.73,32.73.12,JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,32,3273,3273160,JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,-6.91421,107.63998,40272.0,
565,32,32.73,32.73.13,JAWA BARAT,KOTA BANDUNG,LENGKONG,32,3273,3273070,JAWA BARAT,KOTA BANDUNG,LENGKONG,-6.93846,107.62416,40264.0,
566,32,32.73,32.73.14,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KIDUL,32,3273,3273210,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KIDUL,-6.9011,107.64665,40125.0,
567,32,32.73,32.73.15,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,32,3273,3273010,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,-6.9278,107.56858,40212.0,
568,32,32.73,32.73.16,JAWA BARAT,KOTA BANDUNG,KIARACONDONG,32,3273,3273150,JAWA BARAT,KOTA BANDUNG,KIARACONDONG,-6.92726,107.65492,40283.0,
569,32,32.73,32.73.17,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,32,3273,3273040,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,-6.95575,107.59335,40238.0,
570,32,32.73,32.73.18,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KALER,32,3273,3273220,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KALER,-6.8922,107.63229,40123.0,
571,32,32.73,32.73.19,JAWA BARAT,KOTA BANDUNG,SUMUR BANDUNG,32,3273,3273170,JAWA BARAT,KOTA BANDUNG,SUMUR BANDUNG,-6.9191,107.615,40112.0,
572,32,32.73,32.73.20,JAWA BARAT,KOTA BANDUNG,ANTAPANI,32,3273,3273141,JAWA BARAT,KOTA BANDUNG,ANTAPANI,-6.91711,107.66125,40291.0,
573,32,32.73,32.73.21,JAWA BARAT,KOTA BANDUNG,BANDUNG KIDUL,32,3273,3273080,JAWA BARAT,KOTA BANDUNG,BANDUNG KIDUL,-6.95754,107.63945,40268.0,
574,32,32.73,32.73.22,JAWA BARAT,KOTA BANDUNG,BUAHBATU,32,3273,3273090,JAWA BARAT,KOTA BANDUNG,BUAHBATU,-6.95681,107.65221,40286.0,
575,32,32.73,32.73.23,JAWA BARAT,KOTA BANDUNG,RANCASARI,32,3273,3273100,JAWA BARAT,KOTA BANDUNG,RANCASARI,-6.95897,107.67723,40292.0,
576,32,32.73,32.73.24,JAWA BARAT,KOTA BANDUNG,ARCAMANIK,32,3273,3273130,JAWA BARAT,KOTA BANDUNG,ARCAMANIK,-6.91785,107.67285,40293.0,
577,32,32.73,32.73.25,JAWA BARAT,KOTA BANDUNG,CIBIRU,32,3273,3273110,JAWA BARAT,KOTA BANDUNG,CIBIRU,-6.93083,107.71931,40299.0,
578,32,32.73,32.73.26,JAWA BARAT,KOTA BANDUNG,UJUNGBERUNG,32,3273,3273120,JAWA BARAT,KOTA BANDUNG,UJUNG BERUNG,-6.91406,107.69665,40199.0,
579,32,32.73,32.73.27,JAWA BARAT,KOTA BANDUNG,GEDEBAGE,32,3273,3273101,JAWA BARAT,KOTA BANDUNG,GEDEBAGE,-6.9466,107.68919,40295.0,
580,32,32.73,32.73.28,JAWA BARAT,KOTA BANDUNG,PANYILEUKAN,32,3273,3273111,JAWA BARAT,KOTA BANDUNG,PANYILEUKAN,-6.93154,107.70581,40298.0,
581,32,32.73,32.73.29,JAWA BARAT,KOTA BANDUNG,CINAMBO,32,3273,3273121,JAWA BARAT,KOTA BANDUNG,CINAMBO,-6.92458,107.69201,40294.0,
582,32,32.73,32.73.30,JAWA BARAT,KOTA BANDUNG,MANDALAJATI,32,3273,3273142,JAWA BARAT,KOTA BANDUNG,MANDALAJATI,-6.89231,107.66247,40193.0,
583,32,32.74,32.74.01,JAWA BARAT,KOTA CIREBON,KEJAKSAN,32,3274,3274050,JAWA BARAT,KOTA CIREBON,KEJAKSAN,-6.70645,108.55806,45124.0,
584,32,32.74,32.74.02,JAWA BARAT,KOTA CIREBON,LEMAH WUNGKUK,32,3274,3274020,JAWA BARAT,KOTA CIREBON,LEMAHWUNGKUK,-6.72168,108.56894,45111.0,
585,32,32.74,32.74.03,JAWA BARAT,KOTA CIREBON,HARJAMUKTI,32,3274,3274010,JAWA BARAT,KOTA CIREBON,HARJAMUKTI,-6.75528,108.54928,45144.0,
586,32,32.74,32.74.04,JAWA BARAT,KOTA CIREBON,PEKALIPAN,32,3274,3274030,JAWA BARAT,KOTA CIREBON,PEKALIPAN,-6.72063,108.56109,45118.0,
587,32,32.74,32.74.05,JAWA BARAT,KOTA CIREBON,KESAMBI,32,3274,3274040,JAWA BARAT,KOTA CIREBON,KESAMBI,-6.73678,108.54214,45132.0,
588,32,32.75,32.75.01,JAWA BARAT,KOTA BEKASI,BEKASI TIMUR,32,3275,3275040,JAWA BARAT,KOTA BEKASI,BEKASI TIMUR,-6.24874,107.01713,17113.0,
589,32,32.75,32.75.02,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,32,3275,3275060,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,-6.23447,106.97014,17137.0,
590,32,32.75,32.75.03,JAWA BARAT,KOTA BEKASI,BEKASI UTARA,32,3275,3275070,JAWA BARAT,KOTA BEKASI,BEKASI UTARA,-6.20856,107.0086,17122.0,
591,32,32.75,32.75.04,JAWA BARAT,KOTA BEKASI,BEKASI SELATAN,32,3275,3275050,JAWA BARAT,KOTA BEKASI,BEKASI SELATAN,-6.26759,106.96038,17146.0,
592,32,32.75,32.75.05,JAWA BARAT,KOTA BEKASI,RAWALUMBU,32,3275,3275041,JAWA BARAT,KOTA BEKASI,RAWALUMBU,-6.2811,106.99448,17176.0,
593,32,32.75,32.75.06,JAWA BARAT,KOTA BEKASI,MEDANSATRIA,32,3275,3275061,JAWA BARAT,KOTA BEKASI,MEDAN SATRIA,-6.19572,106.97397,17182.0,
594,32,32.75,32.75.07,JAWA BARAT,KOTA BEKASI,BANTARGEBANG,32,3275,3275030,JAWA BARAT,KOTA BEKASI,BANTARGEBANG,-6.34793,106.98329,17152.0,
595,32,32.75,32.75.08,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,32,3275,3275010,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,-6.27709,106.93469,17413.0,
596,32,32.75,32.75.09,JAWA BARAT,KOTA BEKASI,JATIASIH,32,3275,3275020,JAWA BARAT,KOTA BEKASI,JATIASIH,-6.30131,106.95716,17423.0,
597,32,32.75,32.75.10,JAWA BARAT,KOTA BEKASI,JATISAMPURNA,32,3275,3275011,JAWA BARAT,KOTA BEKASI,JATISAMPURNA,-6.3623,106.93007,17433.0,
598,32,32.75,32.75.11,JAWA BARAT,KOTA BEKASI,MUSTIKAJAYA,32,3275,3275031,JAWA BARAT,KOTA BEKASI,MUSTIKAJAYA,-6.30892,107.02061,17156.0,
599,32,32.75,32.75.12,JAWA BARAT,KOTA BEKASI,PONDOKMELATI,32,3275,3275012,JAWA BARAT,KOTA BEKASI,PONDOKMELATI,-6.30354,106.93195,17445.0,
600,32,32.76,32.76.01,JAWA BARAT,KOTA DEPOK,PANCORAN MAS,32,3276,3276020,JAWA BARAT,KOTA DEPOK,PANCORAN MAS,-6.39541,106.79902,16433.0,
601,32,32.76,32.76.02,JAWA BARAT,KOTA DEPOK,CIMANGGIS,32,3276,3276040,JAWA BARAT,KOTA DEPOK,CIMANGGIS,-6.37198,106.8699,16452.0,
602,32,32.76,32.76.03,JAWA BARAT,KOTA DEPOK,SAWANGAN,32,3276,3276010,JAWA BARAT,KOTA DEPOK,SAWANGAN,-6.40472,106.76456,16511.0,
603,32,32.76,32.76.04,JAWA BARAT,KOTA DEPOK,LIMO,32,3276,3276060,JAWA BARAT,KOTA DEPOK,LIMO,-6.37162,106.77306,16531.0,
604,32,32.76,32.76.05,JAWA BARAT,KOTA DEPOK,SUKMAJAYA,32,3276,3276030,JAWA BARAT,KOTA DEPOK,SUKMA JAYA,-6.39709,106.84399,16417.0,
605,32,32.76,32.76.06,JAWA BARAT,KOTA DEPOK,BEJI,32,3276,3276050,JAWA BARAT,KOTA DEPOK,BEJI,-6.36587,106.8138,16425.0,
606,32,32.76,32.76.07,JAWA BARAT,KOTA DEPOK,CIPAYUNG,32,3276,3276021,JAWA BARAT,KOTA DEPOK,CIPAYUNG,-6.43768,106.80756,16444.0,
607,32,32.76,32.76.08,JAWA BARAT,KOTA DEPOK,CILODONG,32,3276,3276031,JAWA BARAT,KOTA DEPOK,CILODONG,-6.42759,106.8363,16473.0,
608,32,32.76,32.76.09,JAWA BARAT,KOTA DEPOK,CINERE,32,3276,3276061,JAWA BARAT,KOTA DEPOK,CINERE,-6.32504,106.78464,16541.0,
609,32,32.76,32.76.10,JAWA BARAT,KOTA DEPOK,TAPOS,32,3276,3276041,JAWA BARAT,KOTA DEPOK,TAPOS,-6.41878,106.89268,16464.0,
610,32,32.76,32.76.11,JAWA BARAT,KOTA DEPOK,BOJONGSARI,32,3276,3276011,JAWA BARAT,KOTA DEPOK,BOJONGSARI,-6.37937,106.73674,16523.0,
611,32,32.77,32.77.01,JAWA BARAT,KOTA CIMAHI,CIMAHI SELATAN,32,3277,3277010,JAWA BARAT,KOTA CIMAHI,CIMAHI SELATAN,-6.90978,107.55138,40535.0,
612,32,32.77,32.77.02,JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,32,3277,3277020,JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,-6.88428,107.53952,40521.0,
613,32,32.77,32.77.03,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,32,3277,3277030,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,-6.86245,107.55115,40512.0,
614,32,32.78,32.78.01,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,32,3278,3278050,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,-7.33601,108.21869,46124.0,
615,32,32.78,32.78.02,JAWA BARAT,KOTA TASIKMALAYA,CIPEDES,32,3278,3278080,JAWA BARAT,KOTA TASIKMALAYA,CIPEDES,-7.31373,108.22325,46132.0,
616,32,32.78,32.78.03,JAWA BARAT,KOTA TASIKMALAYA,TAWANG,32,3278,3278040,JAWA BARAT,KOTA TASIKMALAYA,TAWANG,-7.34356,108.22802,46115.0,
617,32,32.78,32.78.04,JAWA BARAT,KOTA TASIKMALAYA,INDIHIANG,32,3278,3278070,JAWA BARAT,KOTA TASIKMALAYA,INDIHIANG,-7.28212,108.1876,46137.0,
618,32,32.78,32.78.05,JAWA BARAT,KOTA TASIKMALAYA,KAWALU,32,3278,3278010,JAWA BARAT,KOTA TASIKMALAYA,KAWALU,-7.38997,108.19974,46141.0,
619,32,32.78,32.78.06,JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,32,3278,3278030,JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,-7.3546,108.25937,46117.0,
620,32,32.78,32.78.07,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,32,3278,3278020,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,-7.3861,108.23848,46147.0,
621,32,32.78,32.78.08,JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,32,3278,3278060,JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,-7.35066,108.18631,46127.0,
622,32,32.78,32.78.09,JAWA BARAT,KOTA TASIKMALAYA,BUNGURSARI,32,3278,3278071,JAWA BARAT,KOTA TASIKMALAYA,BUNGURSARI,-7.30152,108.17353,46138.0,
623,32,32.78,32.78.10,JAWA BARAT,KOTA TASIKMALAYA,PURBARATU,32,3278,3278031,JAWA BARAT,KOTA TASIKMALAYA,PURBARATU,-7.33591,108.26688,46119.0,
624,32,32.79,32.79.01,JAWA BARAT,KOTA BANJAR,BANJAR,32,3279,3279010,JAWA BARAT,KOTA BANJAR,BANJAR,-7.3695,108.53494,46311.0,
625,32,32.79,32.79.02,JAWA BARAT,KOTA BANJAR,PATARUMAN,32,3279,3279030,JAWA BARAT,KOTA BANJAR,PATARUMAN,-7.39223,108.54046,46322.0,
626,32,32.79,32.79.03,JAWA BARAT,KOTA BANJAR,PURWAHARJA,32,3279,3279020,JAWA BARAT,KOTA BANJAR,PURWAHARJA,-7.3585,108.57033,46333.0,
627,32,32.79,32.79.04,JAWA BARAT,KOTA BANJAR,LANGENSARI,32,3279,3279040,JAWA BARAT,KOTA BANJAR,LANGENSARI,-7.36562,108.62885,46341.0,
628,32,32.01,00.00.00,JAWA BARAT,KAB. BOGOR,KECAMATAN BELUM TERIDENTIFIKASI,32,3201,0,JAWA BARAT,KABUPATEN BOGOR,KECAMATAN BELUM TERIDENTIFIKASI,,,,
629,32,32.02,00.00.00,JAWA BARAT,KAB. SUKABUMI,KECAMATAN BELUM TERIDENTIFIKASI,32,3202,0,JAWA BARAT,KABUPATEN SUKABUMI,KECAMATAN BELUM TERIDENTIFIKASI,,,,
630,32,32.03,00.00.00,JAWA BARAT,KAB. CIANJUR,KECAMATAN BELUM TERIDENTIFIKASI,32,3203,0,JAWA BARAT,KABUPATEN CIANJUR,KECAMATAN BELUM TERIDENTIFIKASI,,,,
631,32,32.04,00.00.00,JAWA BARAT,KAB. BANDUNG,KECAMATAN BELUM TERIDENTIFIKASI,32,3204,0,JAWA BARAT,KABUPATEN BANDUNG,KECAMATAN BELUM TERIDENTIFIKASI,,,,
632,32,32.05,00.00.00,JAWA BARAT,KAB. GARUT,KECAMATAN BELUM TERIDENTIFIKASI,32,3205,0,JAWA BARAT,KABUPATEN GARUT,KECAMATAN BELUM TERIDENTIFIKASI,,,,
633,32,32.06,00.00.00,JAWA BARAT,KAB. TASIKMALAYA,KECAMATAN BELUM TERIDENTIFIKASI,32,3206,0,JAWA BARAT,KABUPATEN TASIKMALAYA,KECAMATAN BELUM TERIDENTIFIKASI,,,,
634,32,32.07,00.00.00,JAWA BARAT,KAB. CIAMIS,KECAMATAN BELUM TERIDENTIFIKASI,32,3207,0,JAWA BARAT,KABUPATEN CIAMIS,KECAMATAN BELUM TERIDENTIFIKASI,,,,
635,32,32.08,00.00.00,JAWA BARAT,KAB. KUNINGAN,KECAMATAN BELUM TERIDENTIFIKASI,32,3208,0,JAWA BARAT,KABUPATEN KUNINGAN,KECAMATAN BELUM TERIDENTIFIKASI,,,,
636,32,32.09,00.00.00,JAWA BARAT,KAB. CIREBON,KECAMATAN BELUM TERIDENTIFIKASI,32,3209,0,JAWA BARAT,KABUPATEN CIREBON,KECAMATAN BELUM TERIDENTIFIKASI,,,,
637,32,32.1,00.00.00,JAWA BARAT,KAB. MAJALENGKA,KECAMATAN BELUM TERIDENTIFIKASI,32,3210,0,JAWA BARAT,KABUPATEN MAJALENGKA,KECAMATAN BELUM TERIDENTIFIKASI,,,,
638,32,32.11,00.00.00,JAWA BARAT,KAB. SUMEDANG,KECAMATAN BELUM TERIDENTIFIKASI,32,3211,0,JAWA BARAT,KABUPATEN SUMEDANG,KECAMATAN BELUM TERIDENTIFIKASI,,,,
639,32,32.12,00.00.00,JAWA BARAT,KAB. INDRAMAYU,KECAMATAN BELUM TERIDENTIFIKASI,32,3212,0,JAWA BARAT,KABUPATEN INDRAMAYU,KECAMATAN BELUM TERIDENTIFIKASI,,,,
640,32,32.13,00.00.00,JAWA BARAT,KAB. SUBANG,KECAMATAN BELUM TERIDENTIFIKASI,32,3213,0,JAWA BARAT,KABUPATEN SUBANG,KECAMATAN BELUM TERIDENTIFIKASI,,,,
641,32,32.14,00.00.00,JAWA BARAT,KAB. PURWAKARTA,KECAMATAN BELUM TERIDENTIFIKASI,32,3214,0,JAWA BARAT,KABUPATEN PURWAKARTA,KECAMATAN BELUM TERIDENTIFIKASI,,,,
642,32,32.15,00.00.00,JAWA BARAT,KAB. KARAWANG,KECAMATAN BELUM TERIDENTIFIKASI,32,3215,0,JAWA BARAT,KABUPATEN KARAWANG,KECAMATAN BELUM TERIDENTIFIKASI,,,,
643,32,32.16,00.00.00,JAWA BARAT,KAB. BEKASI,KECAMATAN BELUM TERIDENTIFIKASI,32,3216,0,JAWA BARAT,KABUPATEN BEKASI,KECAMATAN BELUM TERIDENTIFIKASI,,,,
644,32,32.17,00.00.00,JAWA BARAT,KAB. BANDUNG BARAT,KECAMATAN BELUM TERIDENTIFIKASI,32,3217,0,JAWA BARAT,KABUPATEN BANDUNG BARAT,KECAMATAN BELUM TERIDENTIFIKASI,,,,
645,32,32.18,00.00.00,JAWA BARAT,KAB. PANGANDARAN,KECAMATAN BELUM TERIDENTIFIKASI,32,3218,0,JAWA BARAT,KABUPATEN PANGANDARAN,KECAMATAN BELUM TERIDENTIFIKASI,,,,
646,32,32.71,00.00.00,JAWA BARAT,KOTA BOGOR,KECAMATAN BELUM TERIDENTIFIKASI,32,3271,0,JAWA BARAT,KOTA BOGOR,KECAMATAN BELUM TERIDENTIFIKASI,,,,
647,32,32.72,00.00.00,JAWA BARAT,KOTA SUKABUMI,KECAMATAN BELUM TERIDENTIFIKASI,32,3272,0,JAWA BARAT,KOTA SUKABUMI,KECAMATAN BELUM TERIDENTIFIKASI,,,,
648,32,32.73,00.00.00,JAWA BARAT,KOTA BANDUNG,KECAMATAN BELUM TERIDENTIFIKASI,32,3273,0,JAWA BARAT,KOTA BANDUNG,KECAMATAN BELUM TERIDENTIFIKASI,,,,
649,32,32.74,00.00.00,JAWA BARAT,KOTA CIREBON,KECAMATAN BELUM TERIDENTIFIKASI,32,3274,0,JAWA BARAT,KOTA CIREBON,KECAMATAN BELUM TERIDENTIFIKASI,,,,
650,32,32.75,00.00.00,JAWA BARAT,KOTA BEKASI,KECAMATAN BELUM TERIDENTIFIKASI,32,3275,0,JAWA BARAT,KOTA BEKASI,KECAMATAN BELUM TERIDENTIFIKASI,,,,
651,32,32.76,00.00.00,JAWA BARAT,KOTA DEPOK,KECAMATAN BELUM TERIDENTIFIKASI,32,3276,0,JAWA BARAT,KOTA DEPOK,KECAMATAN BELUM TERIDENTIFIKASI,,,,
652,32,32.77,00.00.00,JAWA BARAT,KOTA CIMAHI,KECAMATAN BELUM TERIDENTIFIKASI,32,3277,0,JAWA BARAT,KOTA CIMAHI,KECAMATAN BELUM TERIDENTIFIKASI,,,,
653,32,32.78,00.00.00,JAWA BARAT,KOTA TASIKMALAYA,KECAMATAN BELUM TERIDENTIFIKASI,32,3278,0,JAWA BARAT,KOTA TASIKMALAYA,KECAMATAN BELUM TERIDENTIFIKASI,,,,
654,32,32.79,00.00.00,JAWA BARAT,KOTA BANJAR,KECAMATAN BELUM TERIDENTIFIKASI,32,3279,0,JAWA BARAT,KOTA BANJAR,KECAMATAN BELUM TERIDENTIFIKASI,,,,
