id,kemendagri_provinsi_kode,kemendagri_kota_kode,kemendagri_kecamatan_kode,kemendagri_provinsi_nama,kemendagri_kota_nama,kemendagri_kecamatan_nama,bps_provinsi_kode,bps_kota_kode,bps_kecamatan_kode,bps_provinsi_nama,bps_kota_nama,bps_kecamatan_nama,latitude,longitude,kode_pos,status_adm
282,32,32.08,32.08.24,JAWA BARAT,KAB. KUNINGAN,CIMAHI,32,3208,3208081,JAWA BARAT,KABUPATEN KUNINGAN,CIMAHI,-6.98887,108.69767,45582.0,
283,32,32.08,32.08.25,JAWA BARAT,KAB. KUNINGAN,CILEBAK,32,3208,3208051,JAWA BARAT,KABUPATEN KUNINGAN,CILEBAK,-7.13575,108.58362,45585.0,
284,32,32.08,32.08.26,JAWA BARAT,KAB. KUNINGAN,HANTARA,32,3208,3208031,JAWA BARAT,KABUPATEN KUNINGAN,HANTARA,-6.97207,108.48621,45512.0,
285,32,32.08,32.08.27,JAWA BARAT,KAB. KUNINGAN,KALIMANGGIS,32,3208,3208091,JAWA BARAT,KABUPATEN KUNINGAN,KALIMANGGIS,-6.94848,108.62576,45594.0,
286,32,32.08,32.08.28,JAWA BARAT,KAB. KUNINGAN,CIBEUREUM,32,3208,3208071,JAWA BARAT,KABUPATEN KUNINGAN,CIBEUREUM,-7.05314,108.73214,45588.0,
287,32,32.08,32.08.29,JAWA BARAT,KAB. KUNINGAN,KARANG KANCANA,32,3208,3208061,JAWA BARAT,KABUPATEN KUNINGAN,KARANGKANCANA,-7.09691,108.66799,45584.0,
288,32,32.08,32.08.30,JAWA BARAT,KAB. KUNINGAN,MALEBER,32,3208,3208111,JAWA BARAT,KABUPATEN KUNINGAN,MALEBER,-7.0259,108.56654,45575.0,
289,32,32.08,32.08.31,JAWA BARAT,KAB. KUNINGAN,SINDANG AGUNG,32,3208,3208121,JAWA BARAT,KABUPATEN KUNINGAN,SINDANGAGUNG,-6.97714,108.53982,45573.0,
290,32,32.08,32.08.32,JAWA BARAT,KAB. KUNINGAN,CIGANDAMEKAR,32,3208,3208171,JAWA BARAT,KABUPATEN KUNINGAN,CIGANDAMEKAR,-6.88597,108.52038,45596.0,
291,32,32.09,32.09.01,JAWA BARAT,KAB. CIREBON,WALED,32,3209,3209010,JAWA BARAT,KABUPATEN CIREBON,WALED,-6.90469,108.69556,45687.0,
292,32,32.09,32.09.02,JAWA BARAT,KAB. CIREBON,CILEDUG,32,3209,3209020,JAWA BARAT,KABUPATEN CIREBON,CILEDUG,-6.90277,108.75655,45688.0,
293,32,32.09,32.09.03,JAWA BARAT,KAB. CIREBON,LOSARI,32,3209,3209030,JAWA BARAT,KABUPATEN CIREBON,LOSARI,-6.83623,108.79253,45692.0,
294,32,32.09,32.09.04,JAWA BARAT,KAB. CIREBON,PABEDILAN,32,3209,3209031,JAWA BARAT,KABUPATEN CIREBON,PABEDILAN,-6.87344,108.78857,45693.0,
295,32,32.09,32.09.05,JAWA BARAT,KAB. CIREBON,BABAKAN,32,3209,3209040,JAWA BARAT,KABUPATEN CIREBON,BABAKAN,-6.86985,108.72192,45691.0,
296,32,32.09,32.09.06,JAWA BARAT,KAB. CIREBON,KARANGSEMBUNG,32,3209,3209050,JAWA BARAT,KABUPATEN CIREBON,KARANGSEMBUNG,-6.84104,108.65936,45686.0,
297,32,32.09,32.09.07,JAWA BARAT,KAB. CIREBON,LEMAHABANG,32,3209,3209060,JAWA BARAT,KABUPATEN CIREBON,LEMAHABANG,-6.82531,108.61913,45683.0,
298,32,32.09,32.09.08,JAWA BARAT,KAB. CIREBON,SUSUKAN LEBAK,32,3209,3209061,JAWA BARAT,KABUPATEN CIREBON,SUSUKANLEBAK,-6.86408,108.61756,45685.0,
299,32,32.09,32.09.09,JAWA BARAT,KAB. CIREBON,SEDONG,32,3209,3209070,JAWA BARAT,KABUPATEN CIREBON,SEDONG,-6.85372,108.56461,45689.0,
300,32,32.09,32.09.10,JAWA BARAT,KAB. CIREBON,ASTANAJAPURA,32,3209,3209080,JAWA BARAT,KABUPATEN CIREBON,ASTANAJAPURA,-6.79957,108.6284,45681.0,
301,32,32.09,32.09.11,JAWA BARAT,KAB. CIREBON,PANGENAN,32,3209,3209081,JAWA BARAT,KABUPATEN CIREBON,PANGENAN,-6.80943,108.6846,45682.0,
302,32,32.09,32.09.12,JAWA BARAT,KAB. CIREBON,MUNDU,32,3209,3209090,JAWA BARAT,KABUPATEN CIREBON,MUNDU,-6.76512,108.57599,45673.0,
303,32,32.09,32.09.13,JAWA BARAT,KAB. CIREBON,BEBER,32,3209,3209100,JAWA BARAT,KABUPATEN CIREBON,BEBER,-6.81341,108.52397,45672.0,
304,32,32.09,32.09.14,JAWA BARAT,KAB. CIREBON,TALUN,32,3209,3209111,JAWA BARAT,KABUPATEN CIREBON,TALUN,-6.76227,108.51457,45671.0,
305,32,32.09,32.09.15,JAWA BARAT,KAB. CIREBON,SUMBER,32,3209,3209120,JAWA BARAT,KABUPATEN CIREBON,SUMBER,-6.75935,108.48251,45611.0,
306,32,32.09,32.09.16,JAWA BARAT,KAB. CIREBON,DUKUPUNTANG,32,3209,3209121,JAWA BARAT,KABUPATEN CIREBON,DUKUPUNTANG,-6.76837,108.41807,45652.0,
307,32,32.09,32.09.17,JAWA BARAT,KAB. CIREBON,PALIMANAN,32,3209,3209130,JAWA BARAT,KABUPATEN CIREBON,PALIMANAN,-6.70683,108.42893,45661.0,
308,32,32.09,32.09.18,JAWA BARAT,KAB. CIREBON,PLUMBON,32,3209,3209140,JAWA BARAT,KABUPATEN CIREBON,PLUMBON,-6.70176,108.47097,45655.0,
309,32,32.09,32.09.19,JAWA BARAT,KAB. CIREBON,WERU,32,3209,3209150,JAWA BARAT,KABUPATEN CIREBON,WERU,-6.71025,108.50512,45644.0,
310,32,32.09,32.09.20,JAWA BARAT,KAB. CIREBON,KEDAWUNG,32,3209,3209162,JAWA BARAT,KABUPATEN CIREBON,KEDAWUNG,-6.71255,108.5324,45653.0,
311,32,32.09,32.09.21,JAWA BARAT,KAB. CIREBON,GUNUNG JATI,32,3209,3209171,JAWA BARAT,KABUPATEN CIREBON,GUNUNGJATI,-6.66701,108.54029,45643.0,
312,32,32.09,32.09.22,JAWA BARAT,KAB. CIREBON,KAPETAKAN,32,3209,3209180,JAWA BARAT,KABUPATEN CIREBON,KAPETAKAN,-6.55606,108.50161,45658.0,
313,32,32.09,32.09.23,JAWA BARAT,KAB. CIREBON,KLANGENAN,32,3209,3209190,JAWA BARAT,KABUPATEN CIREBON,KLANGENAN,-6.70975,108.44436,45656.0,
314,32,32.09,32.09.24,JAWA BARAT,KAB. CIREBON,ARJAWINANGUN,32,3209,3209200,JAWA BARAT,KABUPATEN CIREBON,ARJAWINANGUN,-6.64369,108.4053,45662.0,
315,32,32.09,32.09.25,JAWA BARAT,KAB. CIREBON,PANGURAGAN,32,3209,3209201,JAWA BARAT,KABUPATEN CIREBON,PANGURAGAN,-6.60643,108.45278,45663.0,
316,32,32.09,32.09.26,JAWA BARAT,KAB. CIREBON,CIWARINGIN,32,3209,3209210,JAWA BARAT,KABUPATEN CIREBON,CIWARINGIN,-6.69495,108.37787,45667.0,
317,32,32.09,32.09.27,JAWA BARAT,KAB. CIREBON,SUSUKAN,32,3209,3209220,JAWA BARAT,KABUPATEN CIREBON,SUSUKAN,-6.62207,108.37482,45666.0,
318,32,32.09,32.09.28,JAWA BARAT,KAB. CIREBON,GEGESIK,32,3209,3209230,JAWA BARAT,KABUPATEN CIREBON,GEGESIK,-6.57472,108.43018,45664.0,
319,32,32.09,32.09.29,JAWA BARAT,KAB. CIREBON,KALIWEDI,32,3209,3209231,JAWA BARAT,KABUPATEN CIREBON,KALIWEDI,-6.59815,108.40151,45665.0,
320,32,32.09,32.09.30,JAWA BARAT,KAB. CIREBON,GEBANG,32,3209,3209041,JAWA BARAT,KABUPATEN CIREBON,GEBANG,-6.83947,108.7243,45694.0,
321,32,32.09,32.09.31,JAWA BARAT,KAB. CIREBON,DEPOK,32,3209,3209141,JAWA BARAT,KABUPATEN CIREBON,DEPOK,-6.73161,108.43969,45641.0,
322,32,32.09,32.09.32,JAWA BARAT,KAB. CIREBON,PASALEMAN,32,3209,3209011,JAWA BARAT,KABUPATEN CIREBON,PASALEMAN,-6.7397,108.48305,45616.0,
323,32,32.09,32.09.33,JAWA BARAT,KAB. CIREBON,PABUARAN,32,3209,3209021,JAWA BARAT,KABUPATEN CIREBON,PABUARAN,-6.89433,108.72219,,
324,32,32.09,32.09.34,JAWA BARAT,KAB. CIREBON,KARANGWARENG,32,3209,3209051,JAWA BARAT,KABUPATEN CIREBON,KARANGWARENG,-6.86915,108.65125,45695.0,
325,32,32.09,32.09.35,JAWA BARAT,KAB. CIREBON,TENGAH TANI,32,3209,3209161,JAWA BARAT,KABUPATEN CIREBON,TENGAH TANI,-6.7082,108.51948,45642.0,
326,32,32.09,32.09.36,JAWA BARAT,KAB. CIREBON,PLERED,32,3209,3209151,JAWA BARAT,KABUPATEN CIREBON,PLERED,-6.67484,108.50592,45154.0,
327,32,32.09,32.09.37,JAWA BARAT,KAB. CIREBON,GEMPOL,32,3209,3209211,JAWA BARAT,KABUPATEN CIREBON,GEMPOL,-6.70487,108.41473,45668.0,
328,32,32.09,32.09.38,JAWA BARAT,KAB. CIREBON,GREGED,32,3209,3209101,JAWA BARAT,KABUPATEN CIREBON,GREGED,-6.83254,108.55706,45674.0,
329,32,32.09,32.09.39,JAWA BARAT,KAB. CIREBON,SURANENGGALA,32,3209,3209181,JAWA BARAT,KABUPATEN CIREBON,SURANENGGALA,-6.61511,108.52115,45659.0,
330,32,32.09,32.09.40,JAWA BARAT,KAB. CIREBON,JAMBLANG,32,3209,3209191,JAWA BARAT,KABUPATEN CIREBON,JAMBLANG,-6.70729,108.44916,45657.0,
331,32,32.1,32.10.01,JAWA BARAT,KAB. MAJALENGKA,LEMAHSUGIH,32,3210,3210010,JAWA BARAT,KABUPATEN MAJALENGKA,LEMAHSUGIH,-7.02446,108.1735,45465.0,
332,32,32.1,32.10.02,JAWA BARAT,KAB. MAJALENGKA,BANTARUJEG,32,3210,3210020,JAWA BARAT,KABUPATEN MAJALENGKA,BANTARUJEG,-6.97287,108.23852,45464.0,
333,32,32.1,32.10.03,JAWA BARAT,KAB. MAJALENGKA,CIKIJING,32,3210,3210030,JAWA BARAT,KABUPATEN MAJALENGKA,CIKIJING,-7.01974,108.36007,45466.0,
334,32,32.1,32.10.04,JAWA BARAT,KAB. MAJALENGKA,TALAGA,32,3210,3210040,JAWA BARAT,KABUPATEN MAJALENGKA,TALAGA,-6.97815,108.29431,45463.0,
335,32,32.1,32.10.05,JAWA BARAT,KAB. MAJALENGKA,ARGAPURA,32,3210,3210050,JAWA BARAT,KABUPATEN MAJALENGKA,ARGAPURA,-6.92024,108.30352,45462.0,
336,32,32.1,32.10.06,JAWA BARAT,KAB. MAJALENGKA,MAJA,32,3210,3210060,JAWA BARAT,KABUPATEN MAJALENGKA,MAJA,-6.89549,108.30644,45461.0,
337,32,32.1,32.10.07,JAWA BARAT,KAB. MAJALENGKA,MAJALENGKA,32,3210,3210070,JAWA BARAT,KABUPATEN MAJALENGKA,MAJALENGKA,-6.83513,108.24776,45414.0,
338,32,32.1,32.10.08,JAWA BARAT,KAB. MAJALENGKA,SUKAHAJI,32,3210,3210090,JAWA BARAT,KABUPATEN MAJALENGKA,SUKAHAJI,-6.8242,108.28856,45471.0,
339,32,32.1,32.10.09,JAWA BARAT,KAB. MAJALENGKA,RAJAGALUH,32,3210,3210100,JAWA BARAT,KABUPATEN MAJALENGKA,RAJAGALUH,-6.78497,108.34157,45472.0,
340,32,32.1,32.10.10,JAWA BARAT,KAB. MAJALENGKA,LEUWIMUNDING,32,3210,3210120,JAWA BARAT,KABUPATEN MAJALENGKA,LEUWIMUNDING,-6.72661,108.35128,45473.0,
341,32,32.1,32.10.11,JAWA BARAT,KAB. MAJALENGKA,JATIWANGI,32,3210,3210140,JAWA BARAT,KABUPATEN MAJALENGKA,JATIWANGI,-6.72093,108.2492,45454.0,
342,32,32.1,32.10.12,JAWA BARAT,KAB. MAJALENGKA,DAWUAN,32,3210,3210150,JAWA BARAT,KABUPATEN MAJALENGKA,DAWUAN,-6.76325,108.18218,45453.0,
343,32,32.1,32.10.13,JAWA BARAT,KAB. MAJALENGKA,KADIPATEN,32,3210,3210170,JAWA BARAT,KABUPATEN MAJALENGKA,KADIPATEN,-6.76518,108.16994,45452.0,
344,32,32.1,32.10.14,JAWA BARAT,KAB. MAJALENGKA,KERTAJATI,32,3210,3210180,JAWA BARAT,KABUPATEN MAJALENGKA,KERTAJATI,-6.67244,108.19146,45457.0,
345,32,32.1,32.10.15,JAWA BARAT,KAB. MAJALENGKA,JATITUJUH,32,3210,3210190,JAWA BARAT,KABUPATEN MAJALENGKA,JATITUJUH,-6.6482,108.22526,45458.0,
346,32,32.1,32.10.16,JAWA BARAT,KAB. MAJALENGKA,LIGUNG,32,3210,3210200,JAWA BARAT,KABUPATEN MAJALENGKA,LIGUNG,-6.66592,108.28509,45456.0,
347,32,32.1,32.10.17,JAWA BARAT,KAB. MAJALENGKA,SUMBERJAYA,32,3210,3210210,JAWA BARAT,KABUPATEN MAJALENGKA,SUMBERJAYA,-6.70552,108.32166,45455.0,
348,32,32.1,32.10.18,JAWA BARAT,KAB. MAJALENGKA,PANYINGKIRAN,32,3210,3210160,JAWA BARAT,KABUPATEN MAJALENGKA,PANYINGKIRAN,-6.65245,108.21715,45458.0,
349,32,32.1,32.10.19,JAWA BARAT,KAB. MAJALENGKA,PALASAH,32,3210,3210130,JAWA BARAT,KABUPATEN MAJALENGKA,PALASAH,-6.69527,108.1341,45457.0,
350,32,32.1,32.10.20,JAWA BARAT,KAB. MAJALENGKA,CIGASONG,32,3210,3210080,JAWA BARAT,KABUPATEN MAJALENGKA,CIGASONG,-6.83686,108.2527,45423.0,
351,32,32.1,32.10.21,JAWA BARAT,KAB. MAJALENGKA,SINDANGWANGI,32,3210,3210110,JAWA BARAT,KABUPATEN MAJALENGKA,SINDANGWANGI,-6.78139,108.37228,45474.0,
352,32,32.1,32.10.22,JAWA BARAT,KAB. MAJALENGKA,BANJARAN,32,3210,3210041,JAWA BARAT,KABUPATEN MAJALENGKA,BANJARAN,-6.96514,108.31443,45468.0,
353,32,32.1,32.10.23,JAWA BARAT,KAB. MAJALENGKA,CINGAMBUL,32,3210,3210031,JAWA BARAT,KABUPATEN MAJALENGKA,CINGAMBUL,-7.04902,108.35522,45467.0,
354,32,32.1,32.10.24,JAWA BARAT,KAB. MAJALENGKA,KASOKANDEL,32,3210,3210151,JAWA BARAT,KABUPATEN MAJALENGKA,KASOKANDEL,-6.75518,108.21209,45477.0,
355,32,32.1,32.10.25,JAWA BARAT,KAB. MAJALENGKA,SINDANG,32,3210,3210091,JAWA BARAT,KABUPATEN MAJALENGKA,SINDANG,-6.83357,108.32454,45478.0,
356,32,32.1,32.10.26,JAWA BARAT,KAB. MAJALENGKA,MALAUSMA,32,3210,3210021,JAWA BARAT,KABUPATEN MAJALENGKA,MALAUSMA,-7.03839,108.24637,45469.0,
357,32,32.11,32.11.01,JAWA BARAT,KAB. SUMEDANG,WADO,32,3211,3211100,JAWA BARAT,KABUPATEN SUMEDANG,WADO,-6.95251,108.09487,45373.0,
358,32,32.11,32.11.02,JAWA BARAT,KAB. SUMEDANG,JATINUNGGAL,32,3211,3211101,JAWA BARAT,KABUPATEN SUMEDANG,JATINUNGGAL,-6.95017,108.13109,45376.0,
359,32,32.11,32.11.03,JAWA BARAT,KAB. SUMEDANG,DARMARAJA,32,3211,3211080,JAWA BARAT,KABUPATEN SUMEDANG,DARMARAJA,-6.91422,108.06788,45372.0,
360,32,32.11,32.11.04,JAWA BARAT,KAB. SUMEDANG,CIBUGEL,32,3211,3211090,JAWA BARAT,KABUPATEN SUMEDANG,CIBUGEL,-6.96767,108.02037,45375.0,
361,32,32.11,32.11.05,JAWA BARAT,KAB. SUMEDANG,CISITU,32,3211,3211071,JAWA BARAT,KABUPATEN SUMEDANG,CISITU,-6.87077,108.0438,45377.0,
362,32,32.11,32.11.06,JAWA BARAT,KAB. SUMEDANG,SITURAJA,32,3211,3211070,JAWA BARAT,KABUPATEN SUMEDANG,SITURAJA,-6.84016,108.01984,45371.0,
363,32,32.11,32.11.07,JAWA BARAT,KAB. SUMEDANG,CONGGEANG,32,3211,3211140,JAWA BARAT,KABUPATEN SUMEDANG,CONGGEANG,-6.75777,108.00063,45391.0,
364,32,32.11,32.11.08,JAWA BARAT,KAB. SUMEDANG,PASEH,32,3211,3211150,JAWA BARAT,KABUPATEN SUMEDANG,PASEH,-6.78937,108.03375,45381.0,
365,32,32.11,32.11.09,JAWA BARAT,KAB. SUMEDANG,SURIAN,32,3211,3211181,JAWA BARAT,KABUPATEN SUMEDANG,SURIAN,-6.62945,107.87597,45393.0,
366,32,32.11,32.11.10,JAWA BARAT,KAB. SUMEDANG,BUAHDUA,32,3211,3211180,JAWA BARAT,KABUPATEN SUMEDANG,BUAHDUA,-6.70146,107.95218,45392.0,
367,32,32.11,32.11.11,JAWA BARAT,KAB. SUMEDANG,TANJUNGSARI,32,3211,3211030,JAWA BARAT,KABUPATEN SUMEDANG,TANJUNGSARI,-6.8987,107.80236,45362.0,
368,32,32.11,32.11.12,JAWA BARAT,KAB. SUMEDANG,SUKASARI,32,3211,3211031,JAWA BARAT,KABUPATEN SUMEDANG,SUKASARI,-6.8787,107.79109,45366.0,
369,32,32.11,32.11.13,JAWA BARAT,KAB. SUMEDANG,PAMULIHAN,32,3211,3211032,JAWA BARAT,KABUPATEN SUMEDANG,PAMULIHAN,-6.87741,107.82951,45365.0,
370,32,32.11,32.11.14,JAWA BARAT,KAB. SUMEDANG,CIMANGGUNG,32,3211,3211020,JAWA BARAT,KABUPATEN SUMEDANG,CIMANGGUNG,-6.96382,107.84876,45364.0,
371,32,32.11,32.11.15,JAWA BARAT,KAB. SUMEDANG,JATINANGOR,32,3211,3211010,JAWA BARAT,KABUPATEN SUMEDANG,JATINANGOR,-6.93129,107.77755,45367.0,
372,32,32.11,32.11.16,JAWA BARAT,KAB. SUMEDANG,RANCAKALONG,32,3211,3211040,JAWA BARAT,KABUPATEN SUMEDANG,RANCAKALONG,-6.83643,107.83648,45361.0,
373,32,32.11,32.11.17,JAWA BARAT,KAB. SUMEDANG,SUMEDANG SELATAN,32,3211,3211050,JAWA BARAT,KABUPATEN SUMEDANG,SUMEDANG SELATAN,-6.86633,107.88038,45319.0,
374,32,32.11,32.11.18,JAWA BARAT,KAB. SUMEDANG,SUMEDANG UTARA,32,3211,3211060,JAWA BARAT,KABUPATEN SUMEDANG,SUMEDANG UTARA,-6.83658,107.92895,45322.0,
375,32,32.11,32.11.19,JAWA BARAT,KAB. SUMEDANG,GANEAS,32,3211,3211061,JAWA BARAT,KABUPATEN SUMEDANG,GANEAS,-6.84664,107.97434,45356.0,
376,32,32.11,32.11.20,JAWA BARAT,KAB. SUMEDANG,TANJUNGKERTA,32,3211,3211170,JAWA BARAT,KABUPATEN SUMEDANG,TANJUNGKERTA,-6.73112,107.90756,45354.0,
377,32,32.11,32.11.21,JAWA BARAT,KAB. SUMEDANG,TANJUNGMEDAR,32,3211,3211171,JAWA BARAT,KABUPATEN SUMEDANG,TANJUNGMEDAR,-6.71866,107.84436,45355.0,
378,32,32.11,32.11.22,JAWA BARAT,KAB. SUMEDANG,CIMALAKA,32,3211,3211160,JAWA BARAT,KABUPATEN SUMEDANG,CIMALAKA,-6.81436,107.95033,45353.0,
379,32,32.11,32.11.23,JAWA BARAT,KAB. SUMEDANG,CISARUA,32,3211,3211161,JAWA BARAT,KABUPATEN SUMEDANG,CISARUA,-6.82205,107.96633,45357.0,
380,32,32.11,32.11.24,JAWA BARAT,KAB. SUMEDANG,TOMO,32,3211,3211120,JAWA BARAT,KABUPATEN SUMEDANG,TOMO,-6.76075,108.13956,45382.0,
381,32,32.11,32.11.25,JAWA BARAT,KAB. SUMEDANG,UJUNGJAYA,32,3211,3211130,JAWA BARAT,KABUPATEN SUMEDANG,UJUNG JAYA,-6.72112,108.1088,45383.0,
382,32,32.11,32.11.26,JAWA BARAT,KAB. SUMEDANG,JATIGEDE,32,3211,3211111,JAWA BARAT,KABUPATEN SUMEDANG,JATIGEDE,-6.83913,108.12003,45374.0,
383,32,32.12,32.12.01,JAWA BARAT,KAB. INDRAMAYU,HAURGEULIS,32,3212,3212010,JAWA BARAT,KABUPATEN INDRAMAYU,HAURGEULIS,-6.46413,107.94734,45264.0,
384,32,32.12,32.12.02,JAWA BARAT,KAB. INDRAMAYU,KROYA,32,3212,3212020,JAWA BARAT,KABUPATEN INDRAMAYU,KROYA,-6.49986,108.06111,45265.0,
385,32,32.12,32.12.03,JAWA BARAT,KAB. INDRAMAYU,GABUSWETAN,32,3212,3212030,JAWA BARAT,KABUPATEN INDRAMAYU,GABUSWETAN,-6.41469,108.08112,45263.0,
386,32,32.12,32.12.04,JAWA BARAT,KAB. INDRAMAYU,CIKEDUNG,32,3212,3212040,JAWA BARAT,KABUPATEN INDRAMAYU,CIKEDUNG,-6.48795,108.18155,45262.0,
387,32,32.12,32.12.05,JAWA BARAT,KAB. INDRAMAYU,LELEA,32,3212,3212050,JAWA BARAT,KABUPATEN INDRAMAYU,LELEA,-6.42443,108.25076,45261.0,
388,32,32.12,32.12.06,JAWA BARAT,KAB. INDRAMAYU,BANGODUA,32,3212,3212060,JAWA BARAT,KABUPATEN INDRAMAYU,BANGODUA,-6.52937,108.33048,45272.0,
389,32,32.12,32.12.07,JAWA BARAT,KAB. INDRAMAYU,WIDASARI,32,3212,3212070,JAWA BARAT,KABUPATEN INDRAMAYU,WIDASARI,-6.47137,108.29261,45271.0,
390,32,32.12,32.12.08,JAWA BARAT,KAB. INDRAMAYU,KERTASEMAYA,32,3212,3212080,JAWA BARAT,KABUPATEN INDRAMAYU,KERTASEMAYA,-6.52747,108.35184,45274.0,
391,32,32.12,32.12.09,JAWA BARAT,KAB. INDRAMAYU,KRANGKENG,32,3212,3212090,JAWA BARAT,KABUPATEN INDRAMAYU,KRANGKENG,-6.49919,108.48111,45284.0,
392,32,32.12,32.12.10,JAWA BARAT,KAB. INDRAMAYU,KARANGAMPEL,32,3212,3212100,JAWA BARAT,KABUPATEN INDRAMAYU,KARANGAMPEL,-6.45632,108.44969,45283.0,
393,32,32.12,32.12.11,JAWA BARAT,KAB. INDRAMAYU,JUNTINYUAT,32,3212,3212110,JAWA BARAT,KABUPATEN INDRAMAYU,JUNTINYUAT,-6.42901,108.43602,45282.0,
394,32,32.12,32.12.12,JAWA BARAT,KAB. INDRAMAYU,SLIYEG,32,3212,3212120,JAWA BARAT,KABUPATEN INDRAMAYU,SLIYEG,-6.4551,108.35721,45281.0,
395,32,32.12,32.12.13,JAWA BARAT,KAB. INDRAMAYU,JATIBARANG,32,3212,3212130,JAWA BARAT,KABUPATEN INDRAMAYU,JATIBARANG,-6.46668,108.2986,45273.0,
396,32,32.12,32.12.14,JAWA BARAT,KAB. INDRAMAYU,BALONGAN,32,3212,3212140,JAWA BARAT,KABUPATEN INDRAMAYU,BALONGAN,-6.36217,108.38717,45245.0,
397,32,32.12,32.12.15,JAWA BARAT,KAB. INDRAMAYU,INDRAMAYU,32,3212,3212150,JAWA BARAT,KABUPATEN INDRAMAYU,INDRAMAYU,-6.34802,108.32969,45216.0,
398,32,32.12,32.12.16,JAWA BARAT,KAB. INDRAMAYU,SINDANG,32,3212,3212160,JAWA BARAT,KABUPATEN INDRAMAYU,SINDANG,-6.33621,108.32338,45222.0,
399,32,32.12,32.12.17,JAWA BARAT,KAB. INDRAMAYU,CANTIGI,32,3212,3212161,JAWA BARAT,KABUPATEN INDRAMAYU,CANTIGI,-6.3336,108.22315,45258.0,
400,32,32.12,32.12.18,JAWA BARAT,KAB. INDRAMAYU,LOHBENER,32,3212,3212170,JAWA BARAT,KABUPATEN INDRAMAYU,LOHBENER,-6.4012,108.2753,45252.0,
401,32,32.12,32.12.19,JAWA BARAT,KAB. INDRAMAYU,ARAHAN,32,3212,3212171,JAWA BARAT,KABUPATEN INDRAMAYU,ARAHAN,-6.35226,108.23314,45259.0,
402,32,32.12,32.12.20,JAWA BARAT,KAB. INDRAMAYU,LOSARANG,32,3212,3212180,JAWA BARAT,KABUPATEN INDRAMAYU,LOSARANG,-6.39143,108.15193,45253.0,
403,32,32.12,32.12.21,JAWA BARAT,KAB. INDRAMAYU,KANDANGHAUR,32,3212,3212190,JAWA BARAT,KABUPATEN INDRAMAYU,KANDANGHAUR,-6.34565,108.09925,45254.0,
404,32,32.12,32.12.22,JAWA BARAT,KAB. INDRAMAYU,BONGAS,32,3212,3212200,JAWA BARAT,KABUPATEN INDRAMAYU,BONGAS,-6.37849,108.00235,45255.0,
405,32,32.12,32.12.23,JAWA BARAT,KAB. INDRAMAYU,ANJATAN,32,3212,3212210,JAWA BARAT,KABUPATEN INDRAMAYU,ANJATAN,-6.34849,107.95499,45256.0,
406,32,32.12,32.12.24,JAWA BARAT,KAB. INDRAMAYU,SUKRA,32,3212,3212220,JAWA BARAT,KABUPATEN INDRAMAYU,SUKRA,-6.30374,107.92646,45257.0,
407,32,32.12,32.12.25,JAWA BARAT,KAB. INDRAMAYU,GANTAR,32,3212,3212011,JAWA BARAT,KABUPATEN INDRAMAYU,GANTAR,-6.51135,107.98879,45266.0,
408,32,32.12,32.12.26,JAWA BARAT,KAB. INDRAMAYU,TRISI,32,3212,3212041,JAWA BARAT,KABUPATEN INDRAMAYU,TERISI,-6.62718,108.02114,45267.0,
409,32,32.12,32.12.27,JAWA BARAT,KAB. INDRAMAYU,SUKAGUMIWANG,32,3212,3212081,JAWA BARAT,KABUPATEN INDRAMAYU,SUKAGUMIWANG,-6.56406,108.32428,45275.0,
410,32,32.12,32.12.28,JAWA BARAT,KAB. INDRAMAYU,KEDOKAN BUNDER,32,3212,3212101,JAWA BARAT,KABUPATEN INDRAMAYU,KEDOKAN BUNDER,-6.49497,108.40039,45286.0,
411,32,32.12,32.12.29,JAWA BARAT,KAB. INDRAMAYU,PASEKAN,32,3212,3212162,JAWA BARAT,KABUPATEN INDRAMAYU,PASEKAN,-6.26347,108.26099,45232.0,
412,32,32.12,32.12.30,JAWA BARAT,KAB. INDRAMAYU,TUKDANA,32,3212,3212061,JAWA BARAT,KABUPATEN INDRAMAYU,TUKDANA,-6.54912,108.28453,45276.0,
413,32,32.12,32.12.31,JAWA BARAT,KAB. INDRAMAYU,PATROL,32,3212,3212221,JAWA BARAT,KABUPATEN INDRAMAYU,PATROL,-6.31953,107.98379,45258.0,
414,32,32.13,32.13.01,JAWA BARAT,KAB. SUBANG,SAGALAHERANG,32,3213,3213010,JAWA BARAT,KABUPATEN SUBANG,SAGALAHERANG,-6.67441,107.65946,41282.0,
415,32,32.13,32.13.02,JAWA BARAT,KAB. SUBANG,CISALAK,32,3213,3213030,JAWA BARAT,KABUPATEN SUBANG,CISALAK,-6.71864,107.76738,41283.0,
416,32,32.13,32.13.03,JAWA BARAT,KAB. SUBANG,SUBANG,32,3213,3213070,JAWA BARAT,KABUPATEN SUBANG,SUBANG,-6.55193,107.74986,41212.0,
417,32,32.13,32.13.04,JAWA BARAT,KAB. SUBANG,KALIJATI,32,3213,3213080,JAWA BARAT,KABUPATEN SUBANG,KALIJATI,-6.51685,107.68984,41271.0,
418,32,32.13,32.13.05,JAWA BARAT,KAB. SUBANG,PABUARAN,32,3213,3213100,JAWA BARAT,KABUPATEN SUBANG,PABUARAN,-6.39941,107.58933,41262.0,
